investment_recommendation,reason_summary,data_confidence,red_flag_count,red_flag_reasons,fund_name,manager_name,vintage_year,vintage_age,sub_strategy,geography,irr_max,tvpi_max,dpi_max,irr_quality,tvpi_quality,dpi_quality,has_institutional_match,institutional_fund_name,institutional_trend_score,match_score,fund_id,strategy,lp_count,irr_min,tvpi_min,dpi_min,gross_asset_value_usd,final_close_size_usd,latest_as_of_date,lp_fund_id,lp_fund_name,lp_manager_name,lp_vintage_year,lp_sub_strategy,lp_geography,lp_irr_max,lp_tvpi_max,lp_dpi_max,canonical_fund_id,institutional_vintage_year,institutional_quarter_count,institutional_latest_quarter,institutional_latest_tvpi,institutional_latest_irr,institutional_tvpi_change_total
Watchlist,Missing IRR | Excellent TVPI | Developing DPI | No institutional match,Medium,0,,"TCVX, L.P.",TCV,2019.0,7.0,venture_capital,north_america,,2.98,0.56,Missing IRR,Excellent TVPI,Developing DPI,False,,,,tcvx-l-p,private_equity,1,,2.98,0.56,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Good TVPI | Good early DPI | No institutional match,Medium,0,,TCW Brazos Fund LLC,TCW Brazos,,0.0,buyout,global,0.0777,1.76534,1.05977,Weak IRR,Good TVPI,Good early DPI,False,,,,tcw-brazos-fund-llc,private_equity,1,0.0777,1.76534,1.05977,,,2025-12-31,,,,,,,,,,,,,,,,
Strong Candidate,Good IRR | Excellent TVPI | Acceptable realized DPI | Institutional match found,High,0,,TDR Capital III,TDR,2013.0,13.0,buyout,europe,0.228,2.61,1.25541,Good IRR,Excellent TVPI,Acceptable realized DPI,True,TDR Capital III,15.0,1.08,tdr-capital-iii,private_equity,2,0.228,2.61,1.25541,,,2025-06-30,tdr-capital-iii,TDR Capital III,TDR,2013.0,buyout,europe,0.228,2.61,1.25541,fund_000152,2013.0,19.0,2025-Q3,2.56,22.3,-0.2299999999999999
Needs More Data,Acceptable IRR | Acceptable TVPI | Very weak realization | Institutional match found | Red flags: Old vintage with weak DPI,High,1,Old vintage with weak DPI,TDR Capital IV,TDR,2018.0,8.0,buyout,europe,0.141,1.55,0.326316,Acceptable IRR,Acceptable TVPI,Very weak realization,True,TDR Capital IV,-26.29999999999999,1.08,tdr-capital-iv,private_equity,3,0.141,1.55,0.326316,,,2025-06-30,tdr-capital-iv,TDR Capital IV,TDR,2018.0,buyout,europe,0.141,1.55,0.326316,fund_000189,2018.0,12.0,2025-Q3,1.58,14.0,-0.2999999999999998
Too Early,Weak IRR | Weak TVPI | Missing DPI | Institutional match found,High,0,,TDR Capital V,TDR,2023.0,3.0,buyout,europe,-0.024,0.98,,Weak IRR,Weak TVPI,Missing DPI,True,TDR Capital III,15.0,0.8,tdr-capital-v-l-p,private_equity,3,-0.024,0.98,,,,2025-09-30,tdr-capital-v-l-p,TDR Capital V,TDR,2023.0,buyout,europe,-0.024,0.98,,fund_000152,2013.0,19.0,2025-Q3,2.56,22.3,-0.2299999999999999
Watchlist,Good IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Technology Crossover Ventures IX,Technology Crossover,2016.0,10.0,venture_capital,global,0.199,2.32474,1.45675,Good IRR,Good TVPI,Acceptable realized DPI,False,,,,technology-crossover-ventures-ix,private_equity,1,0.199,2.32474,1.45675,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Excellent IRR | Excellent TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Technology Crossover Ventures IX PE,Technology Crossover,2016.0,10.0,venture_capital,global,0.417,2.72389,0.47711,Excellent IRR,Excellent TVPI,Very weak realization,False,,,,technology-crossover-ventures-ix-pe,private_equity,1,0.417,2.72389,0.47711,,,2021-06-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Technology Crossover Ventures VIII,Technology Crossover,2013.0,13.0,venture_capital,global,0.122,2.31797,1.77206,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,technology-crossover-ventures-viii,private_equity,1,0.122,2.31797,1.77206,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Good IRR | Excellent TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Technology Crossover Ventures VIII PE,Technology Crossover,2013.0,13.0,venture_capital,global,0.203,2.75932,0.150062,Good IRR,Excellent TVPI,Very weak realization,False,,,,technology-crossover-ventures-viii-pe,private_equity,1,0.203,2.75932,0.150062,,,2021-06-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Excellent TVPI | Low realization | No institutional match,Medium,0,,Technology Crossover Ventures X,Technology Crossover,2018.0,8.0,venture_capital,global,0.237,2.98,0.607584,Good IRR,Excellent TVPI,Low realization,False,,,,technology-crossover-ventures-x,private_equity,2,0.237,2.75981,0.587167,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Excellent IRR | Good TVPI | Missing DPI | No institutional match,Medium,0,,Technology Crossover Ventures X PE,Technology Crossover,2018.0,8.0,venture_capital,global,0.844,2.39782,,Excellent IRR,Good TVPI,Missing DPI,False,,,,technology-crossover-ventures-x-pe,private_equity,1,0.844,2.39782,,,,2021-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,Technology Crossover Ventures XI,Technology Crossover,2020.0,6.0,venture_capital,global,0.063,1.20201,0.0,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,technology-crossover-ventures-xi,private_equity,2,0.063,1.20201,0.0,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,Technology Crossover Ventures XI PE,Technology Crossover,2020.0,6.0,venture_capital,global,,0.941629,,Missing IRR,Weak TVPI,Missing DPI,False,,,,technology-crossover-ventures-xi-pe,private_equity,1,,0.941629,,,,2021-06-30,,,,,,,,,,,,,,,,
Watchlist,Excellent IRR | Excellent TVPI | Low realization | No institutional match,Medium,0,,Technology Impact Fund,Technology Impact,2017.0,9.0,growth_equity,north_america,0.399,4.31363,0.999397,Excellent IRR,Excellent TVPI,Low realization,False,,,,technology-impact-fund,private_equity,2,0.399,4.31363,0.999397,983679804.0,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,Technology Impact Fund II,Technology Impact,2021.0,5.0,growth_equity,north_america,0.02,1.04583,0.0155653,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,technology-impact-fund-ii,private_equity,3,0.02,1.04583,0.0155653,539667433.0,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,Technology Impact Fund II PE,Technology Impact,2021.0,5.0,growth_equity,north_america,,0.97048,,Missing IRR,Weak TVPI,Missing DPI,False,,,,technology-impact-fund-ii-pe,private_equity,1,,0.97048,,539667433.0,,2021-06-30,,,,,,,,,,,,,,,,
Watchlist,Excellent IRR | Excellent TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Technology Impact Fund PE,Technology Impact,2017.0,9.0,growth_equity,north_america,0.798,3.35718,0.460358,Excellent IRR,Excellent TVPI,Very weak realization,False,,,,technology-impact-fund-pe,private_equity,1,0.798,3.35718,0.460358,983679804.0,,2021-06-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Low realization | No institutional match,Medium,0,,Technology Impact Growth Fund,Technology Impact,2018.0,8.0,growth_equity,north_america,0.178,1.84588,0.595975,Good IRR,Good TVPI,Low realization,False,,,,technology-impact-growth-fund,private_equity,2,0.178,1.84588,0.595975,94572924.0,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,Technology Impact Growth Fund II,Technology Impact,2021.0,5.0,growth_equity,north_america,0.005,1.01166,0.0094217,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,technology-impact-growth-fund-ii,private_equity,2,0.005,1.01166,0.0094217,663347717.0,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Excellent IRR | Acceptable TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Technology Impact Growth Fund PE,Technology Impact,2018.0,8.0,growth_equity,north_america,0.338,1.52485,0.440138,Excellent IRR,Acceptable TVPI,Very weak realization,False,,,,technology-impact-growth-fund-pe,private_equity,1,0.338,1.52485,0.440138,94572924.0,,2021-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,"Technology Partners Fund VI, L.P.",Technology Impact,1998.0,28.0,growth_equity,north_america,-0.148,0.521742,0.5217,Weak IRR,Weak TVPI,Low realization,False,,,,technology-partners-fund-vi-l-p,private_equity,1,-0.148,0.521742,0.5217,,,2017-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,"Techstars Accelerator 2021, L.P.",Techstars Accelerator,2021.0,5.0,venture_capital,global,0.0446,1.12814,,Weak IRR,Weak TVPI,Missing DPI,False,,,,bfbc65eb-f9eb-4338-8dd3-ad4628dd1fb0,private_equity,2,0.0446,1.12814,,,,2025-12-31,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,"Techstars Ventures 2022, L.P.","Techstars Ventures 2022, L.P",,0.0,venture_capital,north_america,-0.0398,0.930008,,Weak IRR,Weak TVPI,Missing DPI,False,,,,techstars-ventures-2022-l-p,private_equity,1,-0.0398,0.930008,,,,2025-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,"Telecom Partners III, L.P.",Telecom,1999.0,27.0,buyout,north_america,-0.4056,0.1,0.1061,Weak IRR,Weak TVPI,Very weak realization,False,,,,telecom-partners-iii-l-p,private_equity,1,-0.4056,0.1,0.1061,,,2024-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Tenaya Capital Fund V,Tenaya,2007.0,19.0,buyout,north_america,0.1627,2.09,2.01,Good IRR,Good TVPI,Strong realized DPI,False,,,,tenaya-capital-fund-v,private_equity,1,0.1627,2.09,2.01,,,2024-06-30,,,,,,,,,,,,,,,,
Needs More Data,Good IRR | Excellent TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,"Tenaya Capital Fund VII, L.P.",Tenaya,2015.0,11.0,buyout,north_america,0.164,2.59,0.452489,Good IRR,Excellent TVPI,Very weak realization,False,,,,tenaya-capital-fund-vii-l-p,private_equity,2,0.164,2.59,0.452489,,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"Tenaya Capital V-P, L.P.",Tenaya,2007.0,19.0,buyout,north_america,0.175,2.18,2.08667,Good IRR,Good TVPI,Strong realized DPI,False,,,,tenaya-capital-v-p-l-p,private_equity,1,0.175,2.18,2.08667,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,"Tenaya Capital VI, L.P.",Tenaya,2012.0,14.0,buyout,north_america,0.009,1.09,0.530738,Weak IRR,Weak TVPI,Low realization,False,,,,tenaya-capital-vi-l-p,private_equity,2,0.009,1.09,0.530738,,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Tenex Capital Partners II,Tenex,2016.0,10.0,buyout,global,0.2242,2.18,1.54482,Good IRR,Good TVPI,Strong realized DPI,False,,,,tenex-capital-partners-ii-l-p,private_equity,3,0.2222,2.17,1.54482,933388622.0,,2025-11-30,,,,,,,,,,,,,,,,
Watchlist,Excellent IRR | Acceptable TVPI | Developing DPI | No institutional match,Medium,0,,Tenex Capital Partners III,Tenex,2021.0,5.0,buyout,global,0.6581,1.64,0.65,Excellent IRR,Acceptable TVPI,Developing DPI,False,,,,tenex-capital-partners-iii-l-p,private_equity,4,0.5696,1.64,0.617236,1716564478.0,,2025-11-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,Tenex Capital Partners IV,Tenex,2024.0,2.0,buyout,global,,0.63001,0.00599923,Missing IRR,Weak TVPI,Too early for DPI,False,,,,tenex-capital-partners-iv,private_equity,5,,0.567791,0.000606183,,,2025-11-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,"Tenex Capital Partners, L.P.",Tenex,2011.0,15.0,buyout,global,0.1464,1.54,1.51,Acceptable IRR,Acceptable TVPI,Strong realized DPI,False,,,,tenex-capital-partners-l-p,private_equity,1,0.1464,1.54,1.51,95879213.0,,2025-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Good early DPI | Institutional match found,High,0,,Tenzing Private Equity II,Tenzing Private,,0.0,buyout,asia_pacific,,1.46653,0.498737,Missing IRR,Acceptable TVPI,Good early DPI,True,Capital International Private Equity Fund VI,33.0,0.778,tenzing-private-equity-ii,private_equity,1,,1.46653,0.498737,,,2025-09-30,tenzing-private-equity-ii,Tenzing Private Equity II,Tenzing Private,,buyout,asia_pacific,,1.46653,0.498737,fund_000026,2011.0,18.0,2025-Q3,0.94,-1.0,-0.04
Too Early,Missing IRR | Weak TVPI | Too early for DPI | Institutional match found,High,0,,Tenzing Private Equity III,Tenzing Private,,0.0,buyout,asia_pacific,,0.837272,0.0,Missing IRR,Weak TVPI,Too early for DPI,True,Capital International Private Equity Fund VI,33.0,0.778,tenzing-private-equity-iii,private_equity,1,,0.837272,0.0,,,2025-09-30,tenzing-private-equity-iii,Tenzing Private Equity III,Tenzing Private,,buyout,asia_pacific,,0.837272,0.0,fund_000026,2011.0,18.0,2025-Q3,0.94,-1.0,-0.04
Good Candidate,Acceptable IRR | Good TVPI | Strong realized DPI | Institutional match found,High,0,,"Terra Firma Capital Partners II, LP.",Terra Firma,2002.0,24.0,buyout,europe,0.1331,1.79,1.79,Acceptable IRR,Good TVPI,Strong realized DPI,True,Terra Firma Capital Partners III,18.1,0.923,terra-firma-capital-partners-ii-lp,private_equity,1,0.1331,1.79,1.79,,,2024-06-30,terra-firma-capital-partners-ii-lp,"Terra Firma Capital Partners II, LP.",Terra Firma,2002.0,buyout,europe,0.1331,1.79,1.79,fund_000153,2006.0,19.0,2025-Q3,0.43,-10.1,-0.01
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | Institutional match found | Red flags: Old vintage with weak DPI,High,1,Old vintage with weak DPI,"Terra Firma Capital Partners III, L.P.",Terra Firma,2006.0,20.0,buyout,europe,-0.101,0.43,0.42839,Weak IRR,Weak TVPI,Very weak realization,True,Terra Firma Capital Partners III,18.1,0.947,terra-firma-capital-partners-iii-l-p,private_equity,6,-0.101,0.43,0.42839,,,2025-06-30,terra-firma-capital-partners-iii-l-p,"Terra Firma Capital Partners III, L.P.",Terra Firma,2006.0,buyout,europe,-0.101,0.43,0.42839,fund_000153,2006.0,19.0,2025-Q3,0.43,-10.1,-0.01
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,"Thayer Equity Investors IV, L.P.",Thayer,1998.0,28.0,buyout,north_america,-0.0455,0.7,0.7,Weak IRR,Weak TVPI,Low realization,False,,,,thayer-equity-investors-iv-l-p,private_equity,1,-0.0455,0.7,0.7,13261762.0,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | Institutional match found,High,0,,The Baring Asia Private Equity Fund V,The Baring Asia Private,2010.0,16.0,buyout,asia_pacific,0.063,1.33,1.32935,Weak IRR,Acceptable TVPI,Acceptable realized DPI,True,The Baring Asia Private Equity Fund V,44.6,1.0,the-baring-asia-private-equity-fund-v,private_equity,1,0.063,1.33,1.32935,,,2025-06-30,the-baring-asia-private-equity-fund-v,The Baring Asia Private Equity Fund V,The Baring Asia Private,2010.0,buyout,asia_pacific,0.063,1.33,1.32935,fund_000154,2012.5,19.0,2025-Q3,1.5,10.95,0.125
Good Candidate,Good IRR | Acceptable TVPI | Strong realized DPI | Institutional match found,High,0,,"The Baring Asia Private Equity Fund VI, L.P. 1",The Baring Asia Private,2015.0,11.0,buyout,asia_pacific,0.156,1.67,1.67301,Good IRR,Acceptable TVPI,Strong realized DPI,True,The Baring Asia Private Equity Fund V,44.6,0.886,the-baring-asia-private-equity-fund-vi-l-p-1,private_equity,2,0.156,1.67,1.67301,,,2025-06-30,the-baring-asia-private-equity-fund-vi-l-p-1,"The Baring Asia Private Equity Fund VI, L.P. 1",The Baring Asia Private,2015.0,buyout,asia_pacific,0.156,1.67,1.67301,fund_000154,2012.5,19.0,2025-Q3,1.5,10.95,0.125
Watchlist,Good IRR | Acceptable TVPI | Low realization | Institutional match found,High,0,,The Baring Asia Private Equity Fund VII,The Baring Asia Private,2018.0,8.0,buyout,asia_pacific,0.19981,1.61466,0.7543,Good IRR,Acceptable TVPI,Low realization,True,The Baring Asia Private Equity Fund V,44.6,0.969,the-baring-asia-private-equity-fund-vii,private_equity,1,0.19981,1.61466,0.7543,,,2024-12-31,the-baring-asia-private-equity-fund-vii,The Baring Asia Private Equity Fund VII,The Baring Asia Private,2018.0,buyout,asia_pacific,0.19981,1.61466,0.7543,fund_000154,2012.5,19.0,2025-Q3,1.5,10.95,0.125
Watchlist,Good IRR | Good TVPI | Low realization | No institutional match,Medium,0,,"The Central Valley Fund II SBIC, LP",The Central Valley,2012.0,14.0,buyout,north_america,0.161,2.44878,0.6912,Good IRR,Good TVPI,Low realization,False,,,,the-central-valley-fund-ii-sbic-lp,private_equity,1,0.161,2.44878,0.6912,,,2021-09-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"The Central Valley Fund, LP",The Central Valley,2005.0,21.0,buyout,north_america,0.091,1.28141,1.2814,Acceptable IRR,Weak TVPI,Acceptable realized DPI,False,,,,the-central-valley-fund-lp,private_equity,1,0.091,1.28141,1.2814,,,2018-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,The Column Group Fund V,Column Group,2022.0,4.0,venture_capital,global,-0.1908,0.77,0.0,Weak IRR,Weak TVPI,Too early for DPI,False,,,,the-column-group-fund-v,private_equity,2,-0.2127,0.73,0.0,,,2025-11-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,The Eighth Cinven Fund,Eighth Cinven,2023.0,3.0,buyout,north_america,,1.1,,Missing IRR,Weak TVPI,Missing DPI,False,,,,the-eighth-cinven-fund,private_equity,4,,1.1,,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Good IRR | Excellent TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,The Engine Fund I,The Engine,2017.0,9.0,buyout,north_america,0.214,2.69,0.0,Good IRR,Excellent TVPI,Very weak realization,False,,,,the-engine-fund-i,private_equity,1,0.214,2.69,0.0,,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,The Engine Fund II,The Engine,2020.0,6.0,buyout,north_america,-0.005,0.99,0.0,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,the-engine-fund-ii,private_equity,1,-0.005,0.99,0.0,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,The Fourth Cinven Fund,The Fourth Cinven,2006.0,20.0,buyout,europe,0.075,1.46,1.45622,Weak IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,the-fourth-cinven-fund,private_equity,5,0.075,1.46,1.45622,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Good TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,The House Fund,The House,2016.0,10.0,buyout,global,0.109,2.33,0.0,Acceptable IRR,Good TVPI,Very weak realization,False,,,,the-house-fund,private_equity,1,0.109,2.33,0.0,,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Acceptable TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,The House Fund II,The House,2017.0,9.0,buyout,global,0.06,1.3,0.0,Weak IRR,Acceptable TVPI,Very weak realization,False,,,,the-house-fund-ii,private_equity,1,0.06,1.3,0.0,,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,The House Fund III,The House,2021.0,5.0,buyout,global,-0.03,0.97,0.0,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,the-house-fund-iii,private_equity,1,-0.03,0.97,0.0,,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,The House Fund Opportunity III,The House,2021.0,5.0,buyout,global,0.075,1.11,0.101068,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,the-house-fund-opportunity-iii,private_equity,1,0.075,1.11,0.101068,,,2025-06-30,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,The Paragon Fund IV GmbH & Co. KG,Paragon,2023.0,3.0,buyout,europe,-0.793,0.16,0.0,Weak IRR,Weak TVPI,Too early for DPI,False,,,,the-paragon-fund-iv-gmbh-co-kg,private_equity,1,-0.793,0.16,0.0,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"The Resolute Fund II, L.P.",The Resolute Fund,2007.0,19.0,buyout,global,,1.45389,1.45389,Missing IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,the-resolute-fund-ii-l-p,private_equity,5,,1.45389,1.45389,673461865.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"The Resolute Fund III, L.P.",The Resolute Fund,2014.0,12.0,buyout,global,,1.73901,1.73901,Missing IRR,Good TVPI,Strong realized DPI,False,,,,the-resolute-fund-iii-l-p,private_equity,4,,1.73901,1.73901,2068564714.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,"The Resolute Fund IV, L.P.",Resolute,2018.0,8.0,buyout,global,,2.62,1.58,Missing IRR,Excellent TVPI,Strong realized DPI,False,,,,the-resolute-fund-iv-l-p,private_equity,4,,2.62,1.58,6582246871.0,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,The Resolute Fund V,Resolute,2020.0,6.0,buyout,global,,1.61,0.08,Missing IRR,Acceptable TVPI,Weak DPI for age,False,,,,the-resolute-fund-v,private_equity,7,,1.61,0.08,4904205609.0,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Too early for DPI | No institutional match,Medium,0,,The Resolute Fund VI,Resolute,2023.0,3.0,buyout,global,,1.44,0.0,Missing IRR,Acceptable TVPI,Too early for DPI,False,,,,the-resolute-fund-vi-l-p,private_equity,7,,1.44,0.0,7946362508.0,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,"The Resolute Fund, L.P.",The Resolute Fund,2002.0,24.0,buyout,global,0.169704,2.54069,2.5407,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,the-resolute-fund-l-p,private_equity,2,0.169704,2.54069,2.5407,100972500.0,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,The Rise Fund,The Rise,2017.0,9.0,growth_equity,global,0.094,1.43,0.625221,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,the-rise-fund-l-p,private_equity,4,0.094,1.43,0.625221,1890000000.0,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,"The Rise Fund (A), L.P.",The Rise,2017.0,9.0,growth_equity,global,0.105,1.53,0.62,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,the-rise-fund-a-l-p,private_equity,2,0.1,1.45855,0.6106,1890000000.0,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Good IRR | Acceptable TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,"The Rise Fund I, L.P.",The Rise,2007.0,19.0,growth_equity,global,0.219,1.65,0.3607,Good IRR,Acceptable TVPI,Very weak realization,False,,,,the-rise-fund-i-l-p,private_equity,1,0.219,1.65,0.3607,,,2021-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,The Rise Fund II,The Rise,2019.0,7.0,growth_equity,global,,1.32,0.0,Missing IRR,Acceptable TVPI,Weak DPI for age,False,,,,the-rise-fund-ii-l-p,private_equity,2,,1.32,0.0,3037900000.0,,2021-12-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,"The Rise Fund III, L.P.",The Rise,2023.0,3.0,growth_equity,global,,1.21672,0.0183,Missing IRR,Weak TVPI,Too early for DPI,False,,,,the-rise-fund-iii-l-p,private_equity,2,,1.21672,0.0183,3144900000.0,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Weak DPI for age | Institutional match found,High,0,,The Seventh Cinven Fund,,2019.0,7.0,buyout,europe,,1.2659,0.132314,Missing IRR,Weak TVPI,Weak DPI for age,True,Seventh Cinven Fund,15.599999999999996,0.955,the-seventh-cinven-fund,private_equity,1,,1.2659,0.132314,,,2025-03-31,the-seventh-cinven-fund,The Seventh Cinven Fund,,2019.0,buyout,europe,,1.2659,0.132314,fund_000194,2019.0,7.0,2025-Q3,1.38,10.9,0.1399999999999999
Watchlist,Missing IRR | Good TVPI | Acceptable realized DPI | Institutional match found,High,0,,The Sixth Cinven Fund LP,Sixth Cinven,2016.0,10.0,buyout,europe,,1.96663,1.24451,Missing IRR,Good TVPI,Acceptable realized DPI,True,Sixth Cinven Fund,78.1,0.937,7f2f310e-2cd1-4b73-8c45-935a9d0fb15c,private_equity,2,,1.96663,1.24451,,,2025-03-31,7f2f310e-2cd1-4b73-8c45-935a9d0fb15c,The Sixth Cinven Fund LP,Sixth Cinven,2016.0,buyout,europe,,1.96663,1.24451,fund_000142,2016.0,18.0,2025-Q3,2.0,17.2,0.8400000000000001
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,"The SKM Equity Fund II, L.P.",SKM,1996.0,30.0,buyout,north_america,0.012,1.16,0.480059,Weak IRR,Weak TVPI,Very weak realization,False,,,,the-skm-equity-fund-ii-l-p-lbo,private_equity,1,0.012,1.16,0.480059,,,2013-09-30,,,,,,,,,,,,,,,,
