investment_recommendation,reason_summary,data_confidence,red_flag_count,red_flag_reasons,fund_name,manager_name,vintage_year,vintage_age,sub_strategy,geography,irr_max,tvpi_max,dpi_max,irr_quality,tvpi_quality,dpi_quality,has_institutional_match,institutional_fund_name,institutional_trend_score,match_score,fund_id,strategy,lp_count,irr_min,tvpi_min,dpi_min,gross_asset_value_usd,final_close_size_usd,latest_as_of_date,lp_fund_id,lp_fund_name,lp_manager_name,lp_vintage_year,lp_sub_strategy,lp_geography,lp_irr_max,lp_tvpi_max,lp_dpi_max,canonical_fund_id,institutional_vintage_year,institutional_quarter_count,institutional_latest_quarter,institutional_latest_tvpi,institutional_latest_irr,institutional_tvpi_change_total
Watchlist,Acceptable IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,(Ardian) AXA LBO Fund V LP,Ardian,2012.0,14.0,buyout,europe,0.112,1.6,1.54624,Acceptable IRR,Acceptable TVPI,Strong realized DPI,False,,,,ardian-axa-lbo-fund-v-lp,private_equity,1,0.112,1.6,1.54624,,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,(Freeman Spogli) FS Equity Partners V LP,Freeman Spogli,2003.0,23.0,buyout,north_america,0.161,2.1,2.09723,Good IRR,Good TVPI,Strong realized DPI,False,,,,freeman-spogli-fs-equity-partners-v-lp,private_equity,1,0.161,2.1,2.09723,,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,(Freeman Spogli) FS Equity Partners VI LP,Freeman Spogli,2009.0,17.0,buyout,north_america,0.231,3.08,3.08434,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,freeman-spogli-fs-equity-partners-vi-lp,private_equity,1,0.231,3.08,3.08434,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,(Freeman Spogli) FS Equity Partners VII LP,Freeman Spogli,2014.0,12.0,buyout,north_america,0.092,1.59,0.743556,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,freeman-spogli-fs-equity-partners-vii-lp,private_equity,1,0.092,1.59,0.743556,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,(Freeman Spogli) FS Equity Partners VIII LP,Freeman Spogli,2019.0,7.0,buyout,north_america,0.139,1.56,0.0491801,Acceptable IRR,Acceptable TVPI,Weak DPI for age,False,,,,freeman-spogli-fs-equity-partners-viii-lp,private_equity,1,0.139,1.56,0.0491801,,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,(Grove Street) GS Partners Buyouts II LLC,Grove Street,2011.0,15.0,buyout,global,0.15,1.95,1.61534,Good IRR,Good TVPI,Strong realized DPI,False,,,,grove-street-gs-partners-buyouts-ii-llc,private_equity,1,0.15,1.95,1.61534,,,2024-12-31,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,(Grove Street) GS Partners Buyouts LLC,Grove Street,2006.0,20.0,buyout,global,0.106,1.66,1.62726,Acceptable IRR,Acceptable TVPI,Strong realized DPI,False,,,,grove-street-gs-partners-buyouts-llc,private_equity,1,0.106,1.66,1.62726,,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,(Grove Street) GS Partners Ventures II LLC,Grove Street,2008.0,18.0,buyout,global,0.206,3.37,2.78988,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,grove-street-gs-partners-ventures-ii-llc,private_equity,1,0.206,3.37,2.78988,,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,(Grove Street) GS Partners Ventures III LLC,Grove Street,2013.0,13.0,buyout,global,0.182,2.91,1.84705,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,grove-street-gs-partners-ventures-iii-llc,private_equity,1,0.182,2.91,1.84705,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,(Grove Street) GS Partners Ventures LLC,Grove Street,2004.0,22.0,buyout,global,0.072,1.56,1.55993,Weak IRR,Acceptable TVPI,Strong realized DPI,False,,,,grove-street-gs-partners-ventures-llc,private_equity,1,0.072,1.56,1.55993,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,(NIC) Wisteria Fund II Cayman LP,NIC Partners,2021.0,5.0,buyout,asia_pacific,0.002,1.0,0.0,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,nic-wisteria-fund-ii-cayman-lp,private_equity,1,0.002,1.0,0.0,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Good IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,(Stone Point) Trident IX LP,Stone Point,2022.0,4.0,buyout,north_america,0.186,1.28,0.120191,Good IRR,Weak TVPI,Too early for DPI,False,,,,stone-point-trident-ix-lp,private_equity,1,0.186,1.28,0.120191,,,2024-12-31,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,(Stone Point) Trident V LP,Stone Point,2010.0,16.0,buyout,north_america,0.114,1.82,1.81555,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,stone-point-trident-v-lp,private_equity,1,0.114,1.82,1.81555,,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,(Stone Point) Trident VI LP,Stone Point,2014.0,12.0,buyout,north_america,0.215,2.49,2.11355,Good IRR,Good TVPI,Strong realized DPI,False,,,,stone-point-trident-vi-lp,private_equity,1,0.215,2.49,2.11355,,,2024-12-31,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Low realization | No institutional match,Medium,0,,(Stone Point) Trident VII LP,Stone Point,2017.0,9.0,buyout,north_america,0.19,2.18,0.941011,Good IRR,Good TVPI,Low realization,False,,,,stone-point-trident-vii-lp,private_equity,1,0.19,2.18,0.941011,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low but acceptable DPI | No institutional match,Medium,0,,(Stone Point) Trident VIII LP,Stone Point,2020.0,6.0,buyout,north_america,0.14,1.56,0.217294,Acceptable IRR,Acceptable TVPI,Low but acceptable DPI,False,,,,stone-point-trident-viii-lp,private_equity,1,0.14,1.56,0.217294,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,"(SVB) Cap. Partners VI, L.P.",SVB,2022.0,4.0,buyout,north_america,-0.067,0.91,0.0,Weak IRR,Weak TVPI,Too early for DPI,False,,,,svb-cap-partners-vi-l-p,private_equity,1,-0.067,0.91,0.0,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,(SVB) Capital Partners V LP,SVB,2021.0,5.0,buyout,global,-0.008,0.97,0.0,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,svb-capital-partners-v-lp,private_equity,1,-0.008,0.97,0.0,,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,(SVB) Strategic Investors Fund V-A Opportunity LP,SVB,2012.0,14.0,buyout,north_america,0.255,6.44,4.81491,Excellent IRR,Excellent TVPI,Strong realized DPI,False,,,,svb-strategic-investors-fund-v-a-opportunity-lp,private_equity,1,0.255,6.44,4.81491,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,(TPG) The Rise Fund II LP,TPG,2021.0,5.0,growth_equity,global,0.119,1.33,0.11936,Acceptable IRR,Acceptable TVPI,Weak DPI for age,False,,,,tpg-the-rise-fund-ii-lp,private_equity,1,0.119,1.33,0.11936,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,(TPG) The Rise Fund LP,TPG,2018.0,8.0,growth_equity,global,0.108,1.49,0.59728,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,tpg-the-rise-fund-lp,private_equity,1,0.108,1.49,0.59728,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,(Waterland) WPEF VI Overflow Feeder LP,Waterland,2015.0,11.0,buyout,europe,-1.0,0.0,0.0,Weak IRR,Weak TVPI,Very weak realization,False,,,,waterland-wpef-vi-overflow-feeder-lp,private_equity,1,-1.0,0.0,0.0,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Good IRR | Acceptable TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,(Waterland) WPEF VII Feeder LP,Waterland,2018.0,8.0,buyout,europe,0.16,1.57,0.437693,Good IRR,Acceptable TVPI,Very weak realization,False,,,,waterland-wpef-vii-feeder-lp,private_equity,1,0.16,1.57,0.437693,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,(Waterland) WPEF VIII Feeder LP,Waterland,2021.0,5.0,buyout,europe,0.147,1.34,0.0,Acceptable IRR,Acceptable TVPI,Weak DPI for age,False,,,,waterland-wpef-viii-feeder-lp,private_equity,1,0.147,1.34,0.0,,,2024-12-31,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,1315 Capital Fund,1315 Capital,2015.0,11.0,venture_capital,north_america,0.176356,2.24889,1.0451,Good IRR,Good TVPI,Acceptable realized DPI,False,,,,1315-capital-fund,private_equity,1,0.176356,2.24889,1.0451,,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,1315 Capital Fund II,1315 Capital,2018.0,8.0,venture_capital,north_america,0.145971,1.43322,0.5216,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,1315-capital-fund-ii,private_equity,1,0.145971,1.43322,0.5216,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,1315 Capital Fund III,1315 Capital,2022.0,4.0,venture_capital,north_america,,0.889322,0.0,Missing IRR,Weak TVPI,Too early for DPI,False,,,,1315-capital-fund-iii,private_equity,1,,0.889322,0.0,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Acceptable IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,1868 Univeritas Fund,1868 Univeritas,2017.0,9.0,buyout,north_america,0.093,1.26,0.200007,Acceptable IRR,Weak TVPI,Very weak realization,False,,,,1868-univeritas-fund,private_equity,1,0.093,1.26,0.200007,251800000.0,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,2015 Direct Venture/Growth Fund,,2015.0,11.0,growth_equity,,0.0129,1.08,0.23,Weak IRR,Weak TVPI,Very weak realization,False,,,,2015-direct-venture-growth-fund,private_equity,1,0.0129,1.08,0.23,,,2023-12-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,3 Boomerang Capital I,,2023.0,3.0,buyout,north_america,,0.914255,0.0,Missing IRR,Weak TVPI,Too early for DPI,False,,,,3-boomerang-capital-i,private_equity,1,,0.914255,0.0,284525000.0,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,3i Europartners V LP (EUR),3i Europartners,2006.0,20.0,buyout,europe,-0.006,0.97,0.971049,Weak IRR,Weak TVPI,Low realization,False,,,,3i-europartners-v-lp-eur,private_equity,1,-0.006,0.97,0.971049,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,"3i Europartners Vb, L.P.",3i Europartners,2006.0,20.0,buyout,europe,-0.006,0.97,0.971,Weak IRR,Weak TVPI,Low realization,False,,,,3i-europartners-vb-l-p,private_equity,1,-0.006,0.97,0.971,,,2021-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | Institutional match found,High,0,,3i Growth Capital Fund LP,3i Group,2010.0,16.0,growth_equity,europe,-0.02,0.93,0.928895,Weak IRR,Weak TVPI,Low realization,True,BCI Growth IV,25.8,0.762,3i-growth-capital-fund-l-p,private_equity,1,-0.02,0.93,0.928895,,,2024-12-31,3i-growth-capital-fund-l-p,3i Growth Capital Fund LP,3i Group,2010.0,growth_equity,europe,-0.02,0.93,0.928895,fund_000019,1996.0,19.0,2025-Q3,0.67,-6.7,0.03
Needs More Data,Good IRR | Good TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,"4D Global Energy Investments Fund, PLC",4D Global Energy,2008.0,18.0,buyout,global,0.23,1.71,0.277568,Good IRR,Good TVPI,Very weak realization,False,,,,4d-global-energy-investments-fund-plc-lbo,private_equity,1,0.23,1.71,0.277568,,,2016-03-31,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,"57 Stars Emerging Europe Fund (NYSCRF), LP",57 Stars,2009.0,17.0,buyout,north_america,,1.56664,0.848408,Missing IRR,Acceptable TVPI,Low realization,False,,,,57-stars-emerging-europe-fund-nyscrf-lp,private_equity,1,,1.56664,0.848408,194890378.0,,2025-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Missing TVPI | Missing DPI | No institutional match,Medium,0,,"A.V. Management IV, LLC",A.V.,2002.0,24.0,buyout,north_america,0.0098,,,Weak IRR,Missing TVPI,Missing DPI,False,,,,a-v-management-iv-llc,private_equity,1,0.0098,,,,,2024-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Too early for DPI | Institutional match found,High,0,,A&M CAPITAL EUROPE (AMCE),A&M,,0.0,buyout,north_america,,1.47374,0.0609416,Missing IRR,Acceptable TVPI,Too early for DPI,True,A&M Capital Partners Europe I,64.6,0.839,a-m-capital-europe-amce,private_equity,1,,1.47374,0.0609416,,,2025-09-30,a-m-capital-europe-amce,A&M CAPITAL EUROPE (AMCE),A&M,,buyout,north_america,,1.47374,0.0609416,fund_000191,2018.0,9.0,2025-Q3,1.71,16.1,0.73
Strong Candidate,Excellent IRR | Good TVPI | Strong realized DPI | Institutional match found,High,0,,A&M Capital Partners,A&M,2012.0,14.0,buyout,north_america,0.251,2.2,1.79443,Excellent IRR,Good TVPI,Strong realized DPI,True,A&M Capital Partners,42.55000000000002,1.08,a-m-capital-partners,private_equity,2,0.251,2.2,1.79443,279585928.0,,2025-06-30,a-m-capital-partners,A&M Capital Partners,A&M,2012.0,buyout,north_america,0.251,2.2,1.79443,fund_000002,2012.0,19.0,2025-Q3,2.155,29.35,0.0850000000000004
Needs More Data,Good IRR | Good TVPI | Very weak realization | Institutional match found | Red flags: Old vintage with weak DPI,High,1,Old vintage with weak DPI,A&M Capital Partners Europe I,A&M,2018.0,8.0,buyout,europe,0.168,1.7,0.0230074,Good IRR,Good TVPI,Very weak realization,True,A&M Capital Partners Europe I,64.6,1.08,a-m-capital-partners-europe-i,private_equity,1,0.168,1.7,0.0230074,,,2025-06-30,a-m-capital-partners-europe-i,A&M Capital Partners Europe I,A&M,2018.0,buyout,europe,0.168,1.7,0.0230074,fund_000191,2018.0,9.0,2025-Q3,1.71,16.1,0.73
Watchlist,Excellent IRR | Good TVPI | Low realization | Institutional match found,High,0,,A&M Capital Partners II,A&M,2018.0,8.0,buyout,north_america,0.351,2.13,0.775173,Excellent IRR,Good TVPI,Low realization,True,A&M Capital Partners,42.55000000000002,0.833,a-m-capital-partners-ii,private_equity,1,0.351,2.13,0.775173,1528726791.0,,2025-06-30,a-m-capital-partners-ii,A&M Capital Partners II,A&M,2018.0,buyout,north_america,0.351,2.13,0.775173,fund_000002,2012.0,19.0,2025-Q3,2.155,29.35,0.0850000000000004
Weak / Avoid,Missing IRR | Weak TVPI | Weak DPI for age | Institutional match found,High,0,,A&M Capital Partners III,A&M,2021.0,5.0,buyout,north_america,,1.28,0.0599369,Missing IRR,Weak TVPI,Weak DPI for age,True,A&M Capital Partners,42.55000000000002,0.833,a-m-capital-partners-iii,private_equity,1,,1.28,0.0599369,1937459265.0,,2025-06-30,a-m-capital-partners-iii,A&M Capital Partners III,A&M,2021.0,buyout,north_america,,1.28,0.0599369,fund_000002,2012.0,19.0,2025-Q3,2.155,29.35,0.0850000000000004
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"AACP AP Investors, L.P.",AACP,2007.0,19.0,buyout,global,0.02,1.13169,1.1298,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,aacp-ap-investors-l-p,private_equity,1,0.02,1.13169,1.1298,37441.0,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"AACP China Debt Investors, LP",AACP,2008.0,18.0,buyout,asia_pacific,0.083,1.26963,1.2696,Acceptable IRR,Weak TVPI,Acceptable realized DPI,False,,,,aacp-china-debt-investors-lp,private_equity,1,0.083,1.26963,1.2696,244695.0,,2021-09-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,AACP China Growth Investors,Acp,2007.0,19.0,growth_equity,asia_pacific,0.079,1.60466,1.598,Weak IRR,Acceptable TVPI,Strong realized DPI,False,,,,aacp-china-growth-investors,private_equity,1,0.079,1.60466,1.598,2073163.0,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"AACP China Venture Investors A, LP",Acp,2008.0,18.0,venture_capital,asia_pacific,0.026,1.20412,1.2041,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,aacp-china-venture-investors-a-lp,private_equity,1,0.026,1.20412,1.2041,7844193.0,,2021-09-30,,,,,,,,,,,,,,,,
Strong Candidate,Acceptable IRR | Excellent TVPI | Strong realized DPI | Institutional match found,High,0,,AACP India Investors B,AACP,2007.0,19.0,buyout,asia_pacific,0.128,3.99667,3.8861,Acceptable IRR,Excellent TVPI,Strong realized DPI,True,Alpine Investors VIII,2.9999999999999982,0.75,aacp-india-investors-b,private_equity,1,0.128,3.99667,3.8861,,,2025-06-30,aacp-india-investors-b,AACP India Investors B,AACP,2007.0,buyout,asia_pacific,0.128,3.99667,3.8861,fund_000243,2021.0,2.0,2025-Q3,1.5,16.7,0.01
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | Institutional match found | Red flags: Old vintage with weak DPI,High,1,Old vintage with weak DPI,AACP India Investors C,AACP,2009.0,17.0,buyout,asia_pacific,-0.015,0.891024,0.4538,Weak IRR,Weak TVPI,Very weak realization,True,Alpine Investors VIII,2.9999999999999982,0.75,aacp-india-investors-c,private_equity,1,-0.015,0.891024,0.4538,,,2025-06-30,aacp-india-investors-c,AACP India Investors C,AACP,2009.0,buyout,asia_pacific,-0.015,0.891024,0.4538,fund_000243,2021.0,2.0,2025-Q3,1.5,16.7,0.01
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,AACP India Venture Investors A,Acp,2007.0,19.0,venture_capital,asia_pacific,0.019,1.13043,1.1161,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,aacp-india-venture-investors-a,private_equity,1,0.019,1.13043,1.1161,312098.0,,2025-06-30,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Acceptable TVPI | Good early DPI | No institutional match,Medium,0,,Abacus Core Income Fund I LP,Abacus Core Income,,0.0,buyout,north_america,0.0015,1.42303,0.892135,Weak IRR,Acceptable TVPI,Good early DPI,False,,,,abacus-core-income-fund-i-lp,private_equity,1,0.0015,1.42303,0.892135,561853671.0,,2025-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Good TVPI | Very weak realization | Institutional match found | Red flags: Old vintage with weak DPI,High,1,Old vintage with weak DPI,Abbott Capital Private Equity Investors 2007,Abbott,2007.0,19.0,buyout,north_america,0.099,1.7,0.3534,Acceptable IRR,Good TVPI,Very weak realization,True,Green Equity Investors III,39.7,0.747,abbott-capital-private-equity-investors-2007,private_equity,1,0.099,1.7,0.3534,10515435.0,,2025-09-30,abbott-capital-private-equity-investors-2007,Abbott Capital Private Equity Investors 2007,Abbott,2007.0,buyout,north_america,0.099,1.7,0.3534,fund_000062,2007.0,19.0,2025-Q3,2.18,17.0,0.0150000000000001
Needs More Data,Acceptable IRR | Good TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Abbott Capital Private Equity Investors 2008,Abbott,2008.0,18.0,buyout,north_america,0.118,1.9,0.4021,Acceptable IRR,Good TVPI,Very weak realization,False,,,,abbott-capital-private-equity-investors-2008,private_equity,1,0.118,1.9,0.4021,38860165.0,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Good TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Abbott Capital Private Equity Investors 2009,Abbott,2009.0,17.0,buyout,north_america,0.131,1.9,0.4061,Acceptable IRR,Good TVPI,Very weak realization,False,,,,abbott-capital-private-equity-investors-2009,private_equity,1,0.131,1.9,0.4061,32769064.0,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Good TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Abbott Capital Private Equity Investors 2010,Abbott,2010.0,16.0,buyout,north_america,0.139,2.1,0.3633,Acceptable IRR,Good TVPI,Very weak realization,False,,,,abbott-capital-private-equity-investors-2010,private_equity,1,0.139,2.1,0.3633,61524047.0,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Abbott Capital Private Equity Investors 2011,Abbott,2011.0,15.0,buyout,north_america,0.151,2.2,1.7031,Good IRR,Good TVPI,Strong realized DPI,False,,,,abbott-capital-private-equity-investors-2011,private_equity,1,0.151,2.2,1.7031,69280991.0,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Abbott Capital Private Equity Investors 2012,Abbott,2012.0,14.0,buyout,north_america,0.155,2.2,1.598,Good IRR,Good TVPI,Strong realized DPI,False,,,,abbott-capital-private-equity-investors-2012,private_equity,1,0.155,2.2,1.598,78071468.0,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Abbott Capital Private Equity Investors 2013,Abbott,2013.0,13.0,buyout,north_america,0.165,2.3,1.5852,Good IRR,Good TVPI,Strong realized DPI,False,,,,abbott-capital-private-equity-investors-2013,private_equity,1,0.165,2.3,1.5852,75813710.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Abbott Capital Private Equity Investors 2014,Abbott,2014.0,12.0,buyout,north_america,0.164,2.3,1.4875,Good IRR,Good TVPI,Acceptable realized DPI,False,,,,abbott-capital-private-equity-investors-2014,private_equity,1,0.164,2.3,1.4875,86275434.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Abbott Capital Private Equity Investors 2015,Abbott,2015.0,11.0,buyout,north_america,0.162,2.2,1.2197,Good IRR,Good TVPI,Acceptable realized DPI,False,,,,abbott-capital-private-equity-investors-2015,private_equity,1,0.162,2.2,1.2197,87849431.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Low realization | No institutional match,Medium,0,,"Abbott Select Buyouts Partners III, L.P.",Abbott,2014.0,12.0,buyout,global,0.163,1.8,0.9,Good IRR,Good TVPI,Low realization,False,,,,abbott-select-buyouts-partners-iii-lp,private_equity,2,0.158,1.8,0.9,,,2023-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | Institutional match found,High,0,,"Aberdare Ventures III, LP",Aberdare Ventures,2005.0,21.0,venture_capital,north_america,0.027,1.16939,0.9837,Weak IRR,Weak TVPI,Low realization,True,Granite Ventures II,39.99999999999999,0.729,aberdare-ventures-iii-lp,private_equity,1,0.027,1.16939,0.9837,,,2016-06-30,aberdare-ventures-iii-lp,"Aberdare Ventures III, LP",Aberdare Ventures,2005.0,venture_capital,north_america,0.027,1.16939,0.9837,fund_000061,2005.0,19.0,2025-Q3,2.77,10.6,0.0699999999999998
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,"Aberdare Ventures IV, LP",Aberdare Ventures,2008.0,18.0,venture_capital,north_america,-0.002,0.988379,0.4634,Weak IRR,Weak TVPI,Very weak realization,False,,,,aberdare-ventures-iv-lp,private_equity,1,-0.002,0.988379,0.4634,,,2021-09-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low but acceptable DPI | No institutional match,Medium,0,,ABRY Partners IX,ABRY,2019.0,7.0,buyout,global,0.1151,1.44,0.42,Acceptable IRR,Acceptable TVPI,Low but acceptable DPI,False,,,,abry-partners-ix,private_equity,5,0.1151,1.44,0.42,3811320718.0,,2025-06-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,ABRY Partners VII,ABRY,2011.0,15.0,buyout,global,0.119,1.5077,1.42354,Acceptable IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,abry-partners-vii-l-p,private_equity,9,0.119,1.5077,1.42354,566458574.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,ABRY Partners VIII,ABRY,2014.0,12.0,buyout,global,0.097,1.41009,1.27585,Acceptable IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,abry-partners-viii-l-p,private_equity,9,0.097,1.41009,1.27585,690501990.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,"ABRY Senior Equity Partners III, L.P.",ABRY,2010.0,16.0,buyout,north_america,0.162,1.64,1.6355,Good IRR,Acceptable TVPI,Strong realized DPI,False,,,,abry-senior-equity-partners-iii-l-p,private_equity,1,0.162,1.64,1.6355,,,2024-06-30,,,,,,,,,,,,,,,,
